id_fornecedor;cnpj_fornecedor;fornecedor
For01362;07174735000180;OXIGENIO JOACABA COMERCIO DE GASES ATMOSFERICOS E PRODUTOS PARA SAUDE LTDA
For01363;18574431000127;VACCARIN & ALFF LTDA - ME
For01364;18459628009767;BAYER S.A.
For01365;51780468000187;JANSSEN-CILAG FARMACEUTICA LTDA
For01366;13861454000107;VILLA MED - COMERCIAL HOSPITALAR LTDA - ME
For01367;11372104000143;D&D PRODUTOS DE HIGIENE E LIMPEZA EIRELI - ME
For01368;19570720000110;HIPOLABOR FARMACEUTICA LTDA
For01369;26129177000186;AS3 HOSPITALAR LTDA
For01370;07504668000115;DROGARIA PRATA LTDA
For01371;31419958000145;MERCADAO DAS MASCARAS EIRELI
For01372;17581504000145;SOMEDICA CIRURGICA RIO PRETO EIRELI
For01373;60831658002110;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.
For01374;06271093009474;DMTOP COMERCIO DE MEDICAMENTOS E COSMETICOS LTDA
For01375;30728087000189;MBT COMERCIO HOSPITALAR EIRELI
For01376;01988925000155;CORE COMERCIO E REPRESENTACOES DE PRODUTOS MEDICO-HOSPITALAR LTDA
For01377;19458719000107;FLASH PRESTACAO DE SERVICOS EIRELI
For01378;78688660000102;COMERCIAL DENTARIA HOSPITALAR FONTANNA LTDA - ME
For01379;12655453000135;FORLAB COMERCIO DE EQUIPAMENTOS E MATERIAIS PARA LABORATORIOS EIRELI
For01380;76345370000122;CICAVEL CIRURGICA CASCAVEL LTDA
For01381;38007920000104;V & V NUTRICAO HOSPITALAR LTDA
For01382;32737279000187;NOEM MEDICAL IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS-HOSPITALARES LTDA
For01383;13630407000144;ALCANCE NORDESTE COMERCIO DE MEDICAMENTOS, DISTRIBUICAO, REPRESENTACAO E ASSESSOR
For01384;05340608000189;SIPROLIMP - SIMIONATO PRODUTOS DE LIMPEZA LTDA
For01385;16826856000150;ACR MEDCAL PRODUTOS PARA SAUDE LTDA - ME
For01386;06157734000165;GLOBAL TEC INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS EIRELI - EPP
For01387;03951140000133;DE PAULI COMERCIO REP. IMP. E EXPORTAÇÃO LTDA
For01388;05818423000137;AMCOR FLEXIBLES BRASIL LTDA
For01389;18950262000182;FARMACIA VIDORI LTDA
For01390;07976695000190;VIVER EQUIPAMENTOS MÉDICOS LTDA
For01391;58950775000108;COTAÇÃO COMÉRCIO REPRESETAÇÃO. IMPORTAÇÃO E EXPORTAÇÃO LTDA
For01392;97481519000170;S H COMERCIAL LTDA
For01393;08088996000140;CIRURGICA ALIANCA PRODUTOS HOSPITALARES LTDA - EPP
For01394;05356421000173;ALPHA IMPORTADORA E EXPORTADORA LTDA
For01395;02282433000102;FRANLAB COMERCIO E REPRESENTACOES DE PRODUTOS MEDICO-HOSPITALARES LTDA
For01396;47193115000103;CIRURGICA BRASIL COMERCIO IMPORT. LTDA
For01397;07654936000185;L A DOS SANTOS DISTRIBUIDORA DE MEDICAMENTOS
For01398;08145933000189;FAMADER FARMACIA DE MANIPULACAO LTDA
For01399;05657559000102;AGLAMED-MATERIAL MEDICO HOSPITALAR LTDA - EPP
For01400;05658906000111;GOYAZES BIOTECNOLOGIA LTDA
For01401;32713461000106;KAUE DE MATTOS COMERCIO E SERVICOS
For01402;07731777000175;NOEMIA SILVA DOS SANTOS DE ASSIS
For01403;04013164000104;ORLA DISTRIBUIDORA DE PRODUTOS EIRELI
For01404;31049803000164;EDEVANIA JOSEANE JARDIM LEANDRO
For01405;30322475000165;DOCTORMED COMERCIAL EIRELI
For01406;35381312000177;APARECIDA MORTARI AGUILLAR DE PAIVA
For01407;12824334000169;C.M. ORATHES CONFECCOES E EQUIPAMENTOS LTDA
For01408;00339495000188;MULTHOSP MAT. HOSPITALAR LTDA
For01409;10542511000199;ONCOTECH COMERCIO DE MEDICAMENTO  ONCOLOGICO LTDA
For01410;11634742000195;HRX PRODUTOS HOSPITALARES EIRELI
For01411;32075199000103;CUBOMED - COMERCIO ATACADISTA DE PRODUTOS PARA SAUDE EIRELI
For01412;60409075000152;NESTLE BRASIL LTDA.
For01413;08572890000118;ARCMED ANDREOLI COMERCIO DE ARTIGOS HOSPITALARES EIRELI
For01414;17174657000178;HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA
For01415;11399644000110;R C FERREIRA & CIA LTDA
For01416;48939276000166;MEDI HOUSE IND E COM DE PRODUTOS CIRURGICOS LTDA
For01417;08924875000191;BIOVALIC COMERCIO DE EQUIPAMENTOS MEDICOS LTDA. - ME
For01418;29178366000137;VITAL PRODUTOS PARA SAUDE LTDA
For01419;19159159000181;KEYS CONSULTORIA E TREINAMENTOS LTDA
For01420;56998982001260;BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.
For01421;17739128000174;FARMACIA DE MANIPULACAO DE ALAGOAS EIRELI
For01422;22065938000122;CCK COMERCIAL EIRELI
For01423;23829339000109;M.TESTA CONFECCAO
For01424;75755363000136;FARMACIA CONFIANCA LTDA
For01425;32952698000131;BERIZA COMERCIO DE LIMPEZA LTDA
For01426;13990290000100;STORE DO BRASIL EIRELI
For01427;61374161000130;BAUMER S A
For01428;04355394000313;PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA
For01429;19281319000160;LMS BIOMEDICAL COMERCIO DE PRODUTOS HOSPITALARES LTDA
For01430;07090403000118;TRIMEDCALL COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA
For01431;03652030000332;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA
For01432;31219338000162;JLF DISTRIBUIDORA DE MEDICAMENTOS LTDA
For01433;27066602000106;TS MEDICAL COMERCIO E SERVICO DE PRODUTOS HOSPITALARES LTDA
For01434;39032974000192;VIC PHARMA INDÚSTRIA E COMÉRCIO LTDA
For01435;06132785000132;MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR EIRELI - ME
For01436;04880586000187;CIRURGICA REAL
For01437;24586988000180;CIRURGICA NOSSA
For01438;01122234000174;IMPORT SERVICE
For01439;37844479000152;BIOLINE FIOS CI
For01440;34396122000160;SC COMERCIO DE
For01441;25463374000174;MEDEFE PRODUTOS
For01442;05782733000149;CIAMED DISTRIBU
For01443;67729178000491;COMERCIAL CIRUR
For01444;56081482000106;DIMEBRAS COMERC
For01445;05847630000110;SOMA/SP PRODUTO
For01446;29228930000189;LIGIA MARIA CAR
For01447;08231734000193;FUTURA COMERCIO
For01448;24614797000185;INDMED HOSPITAL
For01449;28004857000107;DANIEL FERRARI
For01450;04522343000177;FARMACIA DE MAN
For01451;25101524000108;R&C DISTRIBUIDO
For01452;21940274000130;JOSIANE CRISTIN
For01453;12420164000319;CM HOSPITALAR L
For01454;07752236000123;MEDILAR IMPORTA
For01455;04086552000115;BIOPLASMA PRODU
For01456;00175233000125;TRES LEOES MATE
For01457;13120044000105;WANDERLEY & REG
For01458;71336101000186;VALE COMERCIAL
For01459;32910616000196;BS DISTRIBUIDOR
For01460;30553793000137;JASMED DISTRIBU
For01461;12889035000102;INOVAMED COMERC
For01462;15031173000144;MERCANTIL BARRE
For01463;03945035000191;ACACIA COMERCIO
For01464;11401085000136;MEDPLUS LTDA -
For01465;67729178000220;COMERCIAL CIRÚR
For01466;06628333000146;FARMACE - INDUS
For01467;04210418000184;NOSSA PHARMACIA
For01468;31219338000162;JLF DISTRIBUIDO
For01469;22218845000190;NUTRIMINAS COME
For01470;44734671000151;CRISTALIA PRODU
For01471;07484373000124;UNI HOSPITALAR
For01472;21681325000157;MULTIFARMA COME
For01473;13630407000144;ALCANCE NORDEST
For01474;34707920000166;ONMED DISTRIBUI
For01475;04301884000175;AUROBINDO PHARM
For01476;14261377000109;MAIS SAUDE COME
For01477;31123992000178;MR MED COMERCIO
For01478;49324221000880;FRESENIUS KABI
For01479;12418191000195;CONQUISTA DISTR
For01480;10436883000130;GLORIA FARMA DI
For01481;33891594000127;EXCLUSIVE PRODU
For01482;35067853000125;TECHPHARMA HOSP
For01483;60665981000975;UNIAO QUIMICA F
For01484;32053182000155;DENTAL RONDONIA
For01485;04307650001530;ONCO PROD DISTR
For01486;15145035000196;RIOBAHIAFARMA C
For01487;60318797000100;ASTRAZENECA DO
For01488;05439635000456;ANTIBIOTICOS DO
For01489;28591670000149;VETSUL COMERCIO
For01490;00941837000135;J BASILIO COMER
For01491;57532343000114;L M FARMA INDUS
For01492;07032320000172;MEDICAL CENTER
For01493;02816696000154;PONTAMED FARMAC
For01494;18269125000187;BIOHOSP PRODUTO
For01495;12927876000167;SOMA/MG PRODUTO
For01496;25296849000185;TIDIMAR COMERCI
For01497;10436813000182;MAIS SAUDE EIRE
For01498;31673254001095;LABORATORIOS B
For01499;00802002000102;ALTERMED MATERI
For01500;44734671000828;CRISTALIA PRODU
For01501;05159591000168;PRO-REMEDIOS DI
For01502;34729047000102;NSA DISTRIBUIDO
For01503;49324221001690;FRESENIUS KABI
For01504;28911309000152;ESPIRITO SANTO
For01505;10447355000187;VIVA COMERCIO A
For01506;85247385000149;PROSAUDE DISTRI
For01507;04027894000750;DUPATRI HOSPITA
For01508;23312871000146;EXEMPLARMED COM
For01509;71957310000147;GREINER BIO-ONE
For01510;08973252000109;LIMP SAFE COMER
For01511;27330244000199;MC MEDICALL PRO
For01512;05431736000138;ASTRA CIENTIFIC
For01513;38398257000116;PGSA COMERCIAL
For01514;02985070000171;JOSILMED COMERC
For01515;08157293000127;NATCOFARMA DO B
For01516;17700085000113;CCP MED DISTRIB
For01517;11634742000195;HRX PRODUTOS HO
For01518;24728467000110;N. S. KARYDI EI
For01519;27080739000107;PRIME SOLUCOES
For01520;33068320000132;ASCLEPIOS EQUIP
For01521;78742491000133;JOAOMED COMERCI
For01522;14766081000140;MEDGRAN INDUSTR
For01523;20442743000129;REPUBLIC COMERC
For01524;63848345000110;POLYMEDH. EIREL
For01525;19458719000280;FLASH PRESTACAO
For01526;54375647018093;DROGAL FARMACEU
For01527;49324221002077;FRESENIUS KABI
For01528;03485572000104;GEOLAB INDUSTRI
For01529;81706251000198;PROMEFARMA REPR
For01530;20657155000102;ILG COMERCIAL L
For01531;09944371000104;SULMEDIC COMERC
For01532;17472278000164;GOLDENPLUS - CO
For01533;67729178000149;COMERCIAL CIRÚR
For01534;30511964000165;MEDICAL COMERCI
For01535;03912958000147;DALLAS CENTER M
For01536;34027398000171;JETHAMED COMERC
For01537;73856593000166;PRATI, DONADUZZ
For01538;03652030000170;CENTERMEDI - CO
For01539;09315996000107;COMERCIAL MARK
For01540;06131363000142;WERLANG E BRAND
For01541;04071245000160;LUCIMED DISTRIB
For01542;13977860000121;ATECNOMED ASSIS
For01543;23228076000174;CMH - CENTRAL D
For01544;76386283000113;DIMEVA DISTRIBU
For01545;02814497000700;CIMED INDUSTRIA
For01546;31151224000128;ANJOMEDI DISTRI
For01547;01857076000109;VANLINPHARMA CO
For01548;04355394000151;PROHOSP DISTRIB
For01549;55309074000104;CIRÚRGICA SÃO J
For01550;43295831000140;INTERLAB FARMAC
For01551;13485130000103;PHARMA LOG PROD
For01552;33009945000204;PRODUTOS ROCHE
For01553;02520829000140;DIMASTER - COME
For01554;09053134000145;ELFA MEDICAMENT
For01555;10483434000143;CASA DAS FORMUL
For01556;04372020000144;WERBRAN DISTRIB
For01557;28123417000160;PARTNER FARMA D
For01558;04274988000138;ATIVA COMERCIAL
For01559;11260846000187;ANBIOTON IMPORT
For01560;11195057000100;AVAREMED DISTRI
For01561;10749758000180;A. D. DAMINELLI
For01562;02600770000109;COMERCIAL VALFA
For01563;11563145000117;COMERCIAL MOSTA
For01564;23232280000169;ZUCK PAPEIS LTD
For01565;27718661000103;ARMAZEM DOS MED
For01566;09053134000226;ELFA MEDICAMENT
For01567;34999637000155;WL PHARMA COMER
For01568;06366038000169;MAXIMA COMERCIO
For01569;49228695000152;LUMAR COMÉRCIO
For01570;04192876000138;CRISMED COMERCI
For01571;49324221000104;FRESENIUS KABI
For01572;16970999000131;DMC DISTRIBUIDO
For01573;73679623000106;T C A FARMA COM
For01574;51780468000268;JANSSEN-CILAG F
For01575;17700763000148;MEDFUTURA DISTR
For01576;38460625000109;JGM PRODUTOS PA
For01577;25341162000114;MEGA DENTAL IMP
For01578;14927939000100;PRO-ONCO DISTRI
For01579;28857335000140;MAXIMA DENTAL I
For01580;52605433000174;DROGARIA GREGIA
For01581;35153207000180;ESSENCIA HOSPIT
For01582;10638214000141;GM FARMA COMERC
For01583;00656468000139;SOMA/PR COMERCI
For01584;26853028000165;CIRUMED COMÉRCI
For01585;07344756000105;PRO-SAUDE - COM
For01586;10588595001092;SANOFI MEDLEY F
For01587;61363032000146;CHIESI FARMACÊU
For01588;24595557000180;AGIL PRODUTOS P
For01589;06175908000112;BIO LOGICA DIST
For01590;80392566000145;AABA COMERCIO D
For01591;36121635000194;CG HOSPITALAR D
For01592;18489967000144;LB COMERCIO E S
For01593;26231202000138;BRAVONUTRI COME
For01594;20590555000148;AGIL MEDICAMENT
For01595;10596721000160;GEORGINI PRODUT
For01596;10645510000170;DISTRIBUIDORA D
For01597;10454996000169;LIFETEC COMERCI
For01598;01140868000150;CIRURGICA OLIMP
For01599;28418133000100;MED VITTA COMER
For01600;00647694000153;R N F DE SOUZA
For01601;00733472000153;DINAMICA ODONTO
For01602;03330630000112;WELLINGTON MORA
For01603;21608296000106;MAMED COMERCIAL
For01604;14271474000182;FRAGNARI DISTRI
For01605;30203451000197;VILHEMED COM. A
For01606;34739557000160;A . P. DA SILVA
For01607;65817900000171;AGLON COMERCIO
For01608;74913278000196;PETINELI DISTRI
For01609;29032826000114;DATA - MEDICAL
For01610;23326462000107;JUNIOR COMERCIO
For01611;20344116000155;NEVALLI ARTIGOS
For01612;03812429000171;POLYSUTURE INDU
For01613;09100467000188;W.N. DIAGNOSTIC
For01614;56926298000110;BOLIS, MAESTREL
For01615;06209557000113;AM MEDICAL COME
For01616;19391064000199;LUVERMED DISTRI
For01617;32282308000163;J DE BRITO - DI
For01618;18848403000150;GOLDEN MATERIAI
For01619;16482201000102;ATOS MEDICAL BR
For01620;06157734000165;GLOBAL TEC INDU
For01621;61613881000100;DAKIFILM COMERC
For01622;12420164000904;CM HOSPITALAR S
For01623;08958628000297;ONCOEXO DISTRIB
For01624;10448145000103;GRAMS & GRAMS L
For01625;13547970000153;ELISVANDIA MATO
For01626;82478140000134;SALVI, LOPES &
For01627;03652030000332;CENTERMEDI-COME
For01628;05531725000120;SOMA/SC PRODUTO
For01629;05782733000300;CIAMED - DISTRI
For01630;25725813000170;EQUIPAR MEDICO
For01631;27117540000106;DISTRIBUIDORA H
For01632;00339246000192;LONDRICIR COMER
For01633;21504525000134;DENTAL PRIME -
For01634;65823148000171;COMERCIAL RIBEI
For01635;21596355000165;DENTAX COMERCIO
For01636;94389400000184;MCW PRODUTOS ME
For01637;00453515000147;FARMACIA GINAP
For01638;36325157000215;COSTA CAMARGO C
For01639;01417694000472;DISTRIMIX DISTR
For01640;56785256000106;BASTOS & CIA LT
For01641;36325157000134;COSTA CARMAGO C
For01642;31913075000197;MOLIMED HOSPITA
For01643;35959514000153;TOLESUL DISTRIB
For01644;05652247000106;LUMIAR HEALTH B
For01645;71505564000124;EMIGE MATERIAIS
For01646;23829339000109;M.TESTA CONFECC
For01647;04027894000164;DUPATRI HOSPITA
For01648;06294126000100;RS - PRODUTOS H
For01649;13287059000154;JAMARI COMERCIO
For01650;22654814000182;RAPHAEL GONCALV
For01651;34380863000153;SOU MAIS SAUDE
For01652;10656587000145;CIRURGICA MS LT
For01653;82225947000165;A. G. KIENEN E
For01654;22771751000144;V&V COMERCIO DE
For01655;26419311000183;LUMANN DISTRIBU
For01656;04889315000192;S & R DISTRIBUI
For01657;08676370000155;DISTRIBUIDORA D
For01658;35042079000106;RF LEITE DISTRI
For01659;04307650001298;ONCO PROD DISTR
For01660;70220801000148;DROGAMEDICA HEL
For01661;31905076000190;RG2S DISTRIBUID
For01662;94516671000153;CIRURGICA SANTA
For01663;10807173000170;MEDPOA COMERCIO
For01664;04949905000163;F CARDOSO E CIA
For01665;01571702000198;HALEX ISTAR IND
For01666;12395255000180;ODONTOMEDICA CO
For01667;06106005000180;STOCK MED PRODU
For01668;04162170000123;ESTRATTI VEGETA
For01669;25279552000101;DISTRIBUIDORA D
For01670;84551191000170;SILVA & SILVA P
For01671;59844662000190;LOKTAL MEDICAL
For01672;05675713000179;SUPERFIO COMERC
For01673;05400006000170;FABMED DISTRIBU
For01674;21949562000156;YVMED PRODUTOS
For01675;27325768000191;PREMIUM HOSPITA
For01676;31030858000122;MEDIC LIFE DIST
For01677;18224182000140;HOSPMED COMERCI
For01678;20273404000166;BIODIAG DIAGNOS
For01679;16553940000148;MEDMAX COMERCIO
For01680;06886136000127;MEDCOM COMERCIO
For01681;11145401000156;L A DALLA PORTA
For01682;35626812000121;ATLANTICO BC PR
For01683;30754325000120;MEDSI DISTRIBUI
For01684;20227117000110;SP ODONTO DISTR
For01685;32624131000136;COMERCIAL PROMO
For01686;12238948000169;DROGARIA JP DEN
For01687;31863595000132;VESTSEG - SOLUC
For01688;24562614000125;VIVA CARE MATER
For01689;31997707000148;CUIDA PRODUTOS
For01690;26556283000146;PRIMED COMERCIO
For01691;03894963000174;SAO MARCOS DIST
For01692;35186943000135;SINERGIA FARMAC
For01693;07094705000164;HOSPSHOP PRODUT
For01694;82873068000735;GENESIO A MENDE
For01695;29010039000171;MONACO DISTRIBU
For01696;03595984000199;JR LACERDA MATE
For01697;26921908000121;HOSPFAR IND. CO
For01698;01107391001263;SUPPORT PRODUTO
For01699;04063331000121;CIRURGICA UNIAO
For01700;61519971000137;HEMELRIJK COMER
For01701;35041852000101;BIONUTRI COMERC
For01702;09073397000116;ECOGLOBAL COMER
For01703;56994502002779;NOVARTIS BIOCIE
For01704;27455068000111;ESFIGMED COMERC
For01705;26332803000137;AUMED HOSPITALA
For01706;24218223000198;NORTE GREEN COM
For01707;14905502000176;EXCLUSIVA DISTR
For01708;05003408000130;CRISTALFARMA CO
For01709;83929976000170;R C ZAGALLO MAR
For01710;08588015000124;JARDIM MEDICA L
For01711;04389760000193;PRADO PHARMA LT
For01712;07847837000110;CIENTIFICA MEDI
For01713;07316691000186;FORMULAS MAGIST
For01714;08978089000177;W M COMERCIO &
For01715;05443348000177;CENTERMEDICA PR
For01716;23706033000157;MEDICAL CENTER
For01717;01009452000105;D C S VASCONCEL
For01718;26129177000186;AS3 HOSPITALAR
For01719;00895119000170;SANFARMA COMERC
For01720;68949239000570;UNITED MEDICAL
For01721;35250918000173;L FERREIRA DA C
For01722;16647278000195;PARAMED DISTRIB
For01723;00192190000196;OFTALMOPHARMA I
For01724;27252621000119;KL COMERCIO E S
For01725;06271093008745;DMTOP COMERCIO
For01726;43940618000144;ELI LILLY DO BR
For01727;34443180000106;FLAVIO QUEIROZ
For01728;00874929000140;MED CENTER COME
For01729;08958628000106;ONCOEXO DISTRIB
For01730;22862531000126;TOP NORTE COMER
For01731;34915637000120;E DE A CAVALCAN
For01732;10586940000168;ONCOVIT DISTRIB
For01733;44363661000580;GLENMARK FARMAC
For01734;12014370000167;ABC DISTRIBUIDO
For01735;02520829000302;DIMASTER - COME
For01736;26847096000111;CIRURGICA ITAMB
For01737;65762692000231;LIGIA MARIA MAG
For01738;03924435000110;DIMENSAO COMERC
For01739;15772566000109;L.D. FARMACEUTI
For01740;28093678000185;F&F DISTRIBUIDO
For01741;44734671000402;CRISTALIA PRODU
For01742;21484336000147;MMH MED COMERCI
For01743;05746444000194;CIRURGICA PARAN
For01744;52202744000192;NACIONAL COMERC
For01745;10854165000184;F & F DISTRIBUI
For01746;37396017000110;MEDCOMERCE COME
For01747;37348946000153;OG MED EQUIPAME
For01748;28924885000134;QUEST INTERNATI
For01749;32743242000161;CAVALLI COMERCI
For01750;72150550000106;POSSATTO & MARC
For01751;04470877000105;MEDIGRAM DISTRI
For01752;59403410000126;INTERJET COMERC
For01753;03578434000161;CALUX COMERCIAL
For01754;26984213000199;R.A. MARTINS -
For01755;29178366000137;VITAL PRODUTOS
For01756;10279430000148;ROSILENE VIEIRA
For01757;04254647000109;LUCIANO JOSE DE
For01758;63478895000194;JOSE NERGINO SO
For01759;14420817000123;FACIL MED DISTR
For01760;14595725000184;NOVASUL COMERCI
For01761;32364822000148;TERRA SUL COMER
For01762;26965609000199;CECHETTI & CADI
For01763;04847959000118;REALMED HOSPITA
For01764;38140640000170;A2 DISTRIBUIDOR
For01765;12305387000173;RDF - DISTRIBUI
For01766;04323299000176;PANERARI FARMA
For01767;20278166000181;WASHINGTON LUIS
For01768;25034906000158;FLYMED COMERCIO
For01769;49475833001765;BIOLAB SANUS FA
For01770;02475985000137;COVAN - COMERCI
For01771;18451530000111;FRANCISCO DAS C
For01772;33221055000180;RAMOS & PESSOA
For01773;26581761000178;HIGIBEST COMERC
For01774;10903996000107;N. A. DO NASCIM
For01775;27479311000131;OXIGENIO MODELO
For01776;24484451000100;RIO FARMA DISTR
For01777;29032903000136;PLENA MEDICA HO
For01778;04959327000146;PRODUTOS FARMAC
For01779;06974929000106;NOROESTE MEDICA
For01780;32635445000134;VALE COMERCIO D
For01781;34686134000120;SNOP CORRELATOS
For01782;27817504000155;SP HOSPITALAR L
For01783;09192829000108;ATONS DO BRASIL
For01784;08077211000134;T S COMERCIAL D
For01785;23864942000113;UNIQUE DISTRIBU
For01786;01470743000198;BLUMEDICA PRODU
For01787;02977362000162;A COSTA COMERCI
For01788;26364969000135;HOSPITALARES -
For01789;17159229000176;LABORATORIO TEU
For01790;10269296000102;SEMEAR DISTRIBU
For01791;45774742000102;CASSOLE AGUIAR
For01792;35997345000146;HOSPIDROGAS COM
For01793;48647564000147;DROGARIA NOSSA
For01794;45774320000137;FARMACIA CENTRA
For01795;31434320000183;RAVIMED DISTRIB
For01796;13229567000186;VENEZA - DISTRI
For01797;02121800000196;ICOFA INDUSTRIA
For01798;02946060000127;PROLINE INDUSTR
For01799;42799163000126;BH FARMA COMÉRC
For01800;12082502000198;PRIME MATERIAL
For01801;28643008000195;SANTO REMEDIO -
For01802;07377489000164;FOX BRASIL COME
For01803;33673687000185;J J SOUZA COMER
For01804;21189554000159;TS FARMA DISTRI
For01805;54375647012648;DROGAL FARMACEU
For01806;06098484000130;CELESTE DISTRIB
For01807;59309302000199;INJEX INDUSTRIA
For01808;25321906000139;BROILO DISTRIBU
For01809;10869890000126;AR FIORENZANO D
For01810;04355394000313;PROHOSP DISTRIB
For01811;30641249000147;FABIO LUIZ BORG
For01812;10228442000143;HOSAKI & HOSAKI
For01813;45987013000134;ORGANON FARMACE
For01814;12882932000194;EXOMED REPRESEN
For01815;00809672000142;FARMALIBRA COME
For01816;04380569000180;J R G DISTRIBUI
For01817;51780468000187;JANSSEN-CILAG F
For01818;31474414000186;BUTERI COMERCIO
For01819;03307478000157;MAX FILMES COME
For01820;24331585000190;MULTICARE PHARM
For01821;04307650002502;ONCO PROD DISTR
For01822;07118264000193;QUALITY MEDICAL
For01823;49351786000180;BAXTER HOSPITAL
For01824;59556621000107;MARK MED INDUST
For01825;82277955000155;NOVO NORDISK FA
For01826;23121810000100;G A - MEDICAL L
For01827;27187758000137;BML HOSPITALAR
For01828;74400052000191;COMERCIAL 3 ALB
For01829;08049349000120;ONICIO EUSTAQUI
For01830;09412526000153;ALESSANDRO REZE
For01831;27463638000115;DANIEL DA SILVA
For01832;19312691000197;MP COMERCIO E S
For01833;00795813000115;ALEANDRO GONCAL
For01834;06029006000178;MDA INDUSTRIA E
For01835;29740150000113;TECH MED DISTRI
For01836;21257684000181;KENAN MEDICAMEN
For01837;30249069000114;BRASIL DISTRIBU
For01838;18964366000146;RONDOLAB COMERC
For01839;75014167000100;NUNESFARMA DIST
For01840;10462477000142;ASSUM PRETO PRO
For01841;10541396000138;CYN FARMA DISTR
For01842;21008058000151;FERNANDO UNIFOR
For01843;03434334000161;MEDIMPORT COMER
For01844;07569029000138;CHOLMED COMERCI
For01845;22139078000124;BULA BRASIL DIS
For01846;33009945000123;PRODUTOS ROCHE
For01847;29565364000109;C G FARMA DISTR
For01848;08516958000141;DISTRIMED COMER
For01849;12891104000112;VIANA FARMA COM
For01850;17773825000141;FRANCISCO FELIX
For01851;05993698000107;1000MEDIC DISTR
For01852;18252904000170;HEALTH CARE & D
For01853;49475833001684;BIOLAB SANUS FA
For01854;26240632000116;DENTAL HIGIX PR
For01855;31317338000103;PAC SAUDE DISTR
For01856;73856593001138;PRATI, DONADUZZ
For01857;10850316000126;MONTPELLIER MON
For01858;32654902000138;PLENA DISTRIBUI
For01859;33598456000154;JMS DISTRIBUIDO
For01860;05893097000122;CENUT - CENTRO
For01861;11229270000195;MEDFARMA COMERC
For01862;03492927000184;FARMACIA NOSSA
For01863;23182890000103;DROGARIA SAO LU
For01864;24399184000172;CIRURGICA PLENA
For01865;20182918000106;APG COMERCIAL E
For01866;34638788000188;ANTONIO CARLOS
For01867;18255796000199;M. MAGALHAES -
For01868;88212113029183;COMERCIO DE MED
For01869;82291311000111;AMARILDO BASEGG
For01870;81887838000736;PROFARMA SPECIA
For01871;07897039000100;DENTEMED EQUIPA
For01872;48791685000168;C.B.S. MEDICO C
For01873;08822673000139;COMERCIAL 3V -
For01874;30881804000108;MAGNUS MED COME
For01875;31368706000134;DROGAMIX DISTRI
For01876;29101445000140;JORGE EDUARDO R
For01877;30034749000110;MARCELA CAROLIN
For01878;08036508000151;CARIOCA COMERCI
For01879;07700245000170;CIRURGICA VITOR
For01880;09676256000198;MEDICAMENTOS DE
For01881;73856593001057;PRATI, DONADUZZ
